trial,geno,rep,unique,sc,MT,FF,F50,MF50,HT,WD,BM,LT,HM,HI,HD,CL,RR,BS,BR,BU,HC,HE,HS,HU,HR,OQ,FC,note.geno,note.plot
2,B151,3,B151_row-31_rep-3_E,10,115,131,143,28,29.972,74.168,668.2,0,153.6,22.9871296019156,81.9,32.6,23.7,1.34,5,4,5,2,3,4,5,4,0,no notes,
0,B152,1,F12_row-1_rep-GBS1_E,5,72,92,100,28,28.956,64.77,903.2,0,194.2,21.5013286093888,73.4,30.6,29.7,2.88,2,1,5,1,3,2,3,2,0,no notes,
1,B152,1,B152_row-6_rep-1_W,11,108,127,132,24,30.226,59.182,566,4,146.8,25.9363957597173,73.1,29.9,17.9,1.4,4,3,5,2,4,4,4,3,0,no notes,
1,B152,2,B152_row-12_rep-2_E,12,114,133,139,25,26.162,69.596,470.7,5,127.8,27.151051625239,71.1,36.6,23.1,1.34,3,2,4,2,2,2,3,2,0,no notes,
1,B152,3,B152_row-18_rep-3_W,12,111,129,147,36,25.654,52.324,701.2,4,156.4,22.3046206503137,74.7,36.3,22.9,1.68,4,4,5,3,4,4,4,4,0,no notes,
2,B152,1,B152_row-22_rep-1_W,10,104,113,116,12,26.924,69.596,415.1,5,61.3,14.7675258973741,33.9,25.5,22,1.42,5,3,4,1,4,3,4,3,0,no notes,
2,B152,2,B152_row-26_rep-2_W,10,100,114,121,21,41.148,69.596,579.2,3,178,30.732044198895,75.8,30.6,27.6,1.28,5,3,4,2,5,4,4,5,0,no notes,
2,B152,3,B152_row-29_rep-3_W,10,97,114,119,22,33.528,76.2,544.7,2,140.6,25.8123737837342,56.2,33.6,20.6,1.36,4,3,5,1,4,4,4,4,0,no notes,
0,B153,1,G01_row-1_rep-GBS1_E,1,67,NA,NA,NA,40.386,60.706,649.3,3,156.1,24.0412752194671,99,50.2,25.1,1.34,4,3,5,3,4,4,4,3,NA,no notes,
1,B153,1,B153_row-6_rep-1_W,12,98,109,114,16,35.56,69.85,468.5,3,96.8,20.6616862326574,81.8,37.3,28.5,1.76,4,5,3,4,2,3,4,3,0,no notes,
1,B153,2,B153_row-12_rep-2_E,11,100,115,119,19,39.116,83.312,452.1,0,82.3,18.2039371820394,60.4,25,32.5,1.72,3,4,4,3,3,2,3,2,0,no notes,
1,B153,3,B153_row-17_rep-3_W,12,102,112,117,15,36.068,78.232,543.1,3,131.3,24.1760265144541,100.7,44.9,27.6,1.3,4,4,3,3,2,3,4,3,0,no notes,
2,B153,1,B153_row-22_rep-1_W,6,93,107,109,16,37.338,88.646,465.7,2,131.1,28.151170281297,74.6,33.2,22.8,1.36,4,2,4,3,2,3,4,3,0,no notes,
2,B153,2,B153_row-25_rep-2_W,4,90,105,109,19,28.448,81.28,425.6,0,104.4,24.5300751879699,67.8,34.1,22.3,1.84,3,3,5,3,2,4,4,3,0,no notes,
2,B153,3,B153_row-29_rep-3_W,3,90,105,109,19,28.194,71.12,323.3,0,82.8,25.6108877203835,61,32.2,22.1,1.9,4,4,4,2,3,3,4,3,0,no notes,
0,B154,1,G02_row-1_rep-GBS1_E,3,73,99,102,29,30.988,66.548,738.4,6,138.6,18.7703141928494,87.9,35.9,24.6,1.68,5,5,4,3,3,5,5,5,0,no notes,
1,B154,1,B154_row-6_rep-1_W,5,96,121,128,32,29.972,31.242,579.6,1,144.1,24.8619737750173,104.6,38.4,37.3,1.64,5,4,2,4,3,4,5,3,0,no notes,
1,B154,2,B154_row-9_rep-2_W,5,94,113,128,34,29.972,66.802,813.5,0,140.2,17.2341733251383,106.6,48.7,22.5,2.02,5,4,4,4,2,4,5,4,0,no notes,
1,B154,3,B154_row-17_rep-3_W,5,101,116,120,19,29.718,82.55,435.7,2,86.4,19.8301583658481,77.2,36.6,24.9,1.62,5,5,4,4,4,4,5,4,0,no notes,
2,B154,1,B154_row-22_rep-1_W,4,90,108,111,21,28.956,80.772,414.3,0,81.3,19.6234612599566,57,24.3,18.5,1.82,5,4,4,4,3,4,5,4,0,no notes,
2,B154,2,B154_row-25_rep-2_W,5,89,104,107,18,41.656,72.644,431.9,0,109.9,25.4457050243112,60.6,32.9,20.7,1.82,5,5,4,4,3,4,5,4,0,no notes,
2,B154,3,B154_row-30_rep-3_W,5,91,105,110,19,45.466,73.66,422.5,0,80.5,19.0532544378698,61.4,30,23.4,1.7,5,4,4,4,4,4,4,4,0,no notes,
0,B155,1,G03_row-1_rep-GBS1_E,4,69,101,105,36,41.148,72.136,737.3,3,142.2,19.2865861928659,70.5,35,14.7,0.74,2,5,4,4,2,2,2,2,0,no notes,
1,B155,1,B155_row-6_rep-1_W,5,122,130,133,11,42.672,73.152,683.3,3,200.4,29.3282599151178,NA,NA,NA,NA,5,4,3,4,3,4,4,4,0,no notes,harvested late
1,B155,2,B155_row-10_rep-2_W,5,124,144,157,33,41.148,67.31,623.4,7,117,18.7680461982676,73.4,26.3,20.6,1.46,4,4,4,4,3,3,4,3,0,no notes,
1,B155,3,B155_row-17_rep-3_W,4,111,142,148,37,41.656,74.93,1235.4,8,213.2,17.2575683988991,108.3,40.6,25.9,1.58,4,4,5,4,3,3,4,3,0,no notes,
2,B155,1,B155_row-22_rep-1_W,3,106,131,134,28,40.64,70.104,800.9,5,163.1,20.364589836434,86.7,45.4,27.8,1.16,5,5,5,4,3,4,4,4,0,no notes,
2,B155,2,B155_row-26_rep-2_W,3,106,124,146,40,46.736,115.824,623.5,0,117.8,18.8933440256616,65.4,32.2,21.3,1.08,5,5,5,4,3,4,5,4,0,no notes,
2,B155,3,B155_row-32_rep-3_E,3,106,126,133,27,43.434,64.77,858.9,2,172.4,20.0721853533589,86.6,43.7,30.7,0.9,5,5,5,4,4,3,4,4,0,no notes,
0,B156,1,G04_row-1_rep-GBS1_E,4,72,99,103,31,46.99,73.152,374.7,0,93.9,25.0600480384307,64.1,29.8,17,1.68,5,4,3,3,4,4,5,3,0,no notes,
1,B156,1,B156_row-6_rep-1_W,5,97,124,129,32,39.624,62.23,658.7,1,137.2,20.8289054197662,109.6,53.4,32.1,1.66,5,5,4,3,3,4,5,4,0,no notes,
1,B156,2,B156_row-8_rep-2_E,4,102,124,129,27,42.672,64.516,461,0,90.3,19.587852494577,69.1,33.1,25.6,1.64,5,5,4,3,5,5,5,5,0,no notes,
1,B156,3,B156_row-18_rep-3_W,5,105,128,130,25,34.798,64.262,383.2,0,91.7,23.9300626304802,55.5,25.2,13.5,1.56,5,4,4,3,4,4,5,4,0,no notes,
2,B156,1,B156_row-22_rep-1_W,5,87,111,113,26,41.656,69.088,343.9,0,79.4,23.0881070078511,50.8,27.7,22.8,1.7,5,5,4,2,3,4,5,4,0,no notes,
2,B156,2,B156_row-24_rep-2_E,4,92,102,109,17,51.308,61.722,745.7,0,173.3,23.2399088105136,78.9,36.7,29.8,1.62,5,5,4,4,3,4,5,4,0,no notes,
2,B156,3,B156_row-30_rep-3_W,4,90,100,107,17,69.342,53.34,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,3,4,4,3,0,no notes,missed some data?? 
0,B159,1,G07_row-1_rep-GBS1_E,3,67,92,96,29,61.976,50.292,694.1,1,155.4,22.3887047975796,82.6,31.7,25.6,1.16,5,5,5,3,4,5,5,5,0,no notes,
1,B159,1,B159_row-6_rep-1_W,5,94,112,116,22,55.372,77.47,542.5,0,128.8,23.741935483871,99.3,43.5,23.9,1.82,5,3,4,3,4,4,5,4,0,no notes,
1,B159,2,B159_row-9_rep-2_W,5,105,115,122,17,54.61,78.232,194.5,0,37.6,19.3316195372751,49.5,19.2,16.5,1.56,5,4,3,3,4,4,4,4,0,no notes,
1,B159,3,B159_row-16_rep-3_E,5,103,115,125,22,53.34,65.278,344.2,0,61.5,17.8675188843696,63.4,28.2,22,1.42,5,4,3,5,3,3,4,3,0,no notes,
2,B159,1,B159_row-22_rep-1_W,5,93,105,107,14,51.816,73.152,399.2,0,88.8,22.2444889779559,64,30.5,21.7,1.92,5,4,3,3,4,4,5,4,0,no notes,
2,B159,2,B159_row-26_rep-2_W,5,92,105,109,17,34.544,52.324,331.7,0,66.9,20.1688272535424,64.6,28.5,22.8,1.6,5,3,2,3,4,4,4,3,0,no notes,
2,B159,3,B159_row-30_rep-3_W,5,88,101,105,17,33.782,65.024,330,0,63.6,19.2727272727273,51.4,26.7,21.1,1.76,4,4,3,4,4,4,4,3,0,no notes,
0,B161,1,G09_row-2_rep-GBS1_E,5,79,99,101,22,37.084,53.086,446,15,84.9,19.0358744394619,70.7,23.9,6.7,2.5,3,1,4,3,2,1,2,1,0,no notes,
0,B163,1,G11_row-2_rep-GBS1_E,1,123,NA,NA,NA,28.956,49.53,416.4,0,97,23.2949087415946,23.5,14.8,9.3,2.16,4,2,1,2,2,2,3,1,NA,no notes,no plant for flowers 
0,B164,1,G12_row-2_rep-GBS1_E,2,68,111,115,47,31.75,56.642,834.2,0,152.4,18.2690002397507,80.3,45.6,32,2.22,5,2,4,3,3,4,4,4,0,no notes,
0,B165,1,H01_row-2_rep-GBS1_E,5,66,80,85,19,28.956,78.232,451.7,0,118,26.1235333185743,92,38.9,30.2,2.46,5,4,3,3,3,5,5,4,0,no notes,
0,B166,1,H02_row-2_rep-GBS1_E,1,104,NA,NA,NA,NA,NA,489.9,0,82.4,16.8197591345172,60.5,30.6,21.5,1.78,5,4,4,4,3,4,5,4,NA,no notes,
0,B167,1,H03_row-2_rep-GBS1_E,4,80,93,96,16,39.37,62.992,651.3,4,133.8,20.5435283279595,17.5,37.9,26.7,1.3,5,5,5,2,3,4,5,4,0,no notes,
0,B168,1,H04_row-2_rep-GBS1_E,4,77,105,108,31,45.212,61.722,838.4,11,125,14.9093511450382,49.3,29.3,57.8,2.4,1,NA,4,5,2,1,2,1,0,extreme lats,extreme laterals
0,B169,1,H05_row-2_rep-GBS1_E,3,79,NA,NA,NA,39.37,40.386,657.8,15,139.7,21.2374581939799,96.2,37.1,11.5,1.18,3,3,4,4,2,1,1,1,NA,no notes,
0,B170,1,H06_row-2_rep-GBS1_E,3,74,NA,NA,NA,37.846,52.578,867,21,136.1,15.6978085351788,79.9,39.7,28.6,2.38,3,1,4,4,2,1,2,1,NA,no notes,
0,B171,1,H07_row-2_rep-GBS1_E,5,105,127,133,28,37.592,66.294,375.2,0,74.8,19.9360341151386,58.5,32.5,15.8,0.92,3,4,4,4,2,2,2,2,0,no notes,
0,B172,1,H08_row-2_rep-GBS1_E,2,74,87,91,17,40.64,60.706,460,18,101.2,22,78.6,31.5,24.2,2.4,4,4,4,3,2,3,4,3,0,no notes,
0,B173,1,H09_row-2_rep-GBS1_E,2,NA,NA,NA,NA,39.878,49.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no notes,
0,B174,1,H10_row-2_rep-GBS1_E,4,72,92,95,23,53.594,49.53,353.8,0,68.2,19.2764273600904,66.5,32.2,24.3,1.9,5,4,2,3,4,5,4,4,0,no notes,
0,B175,1,H11_row-2_rep-GBS1_E,5,97,113,122,25,38.608,60.96,275.5,2,74.2,26.9328493647913,45,19.8,18.3,1.38,3,2,4,3,3,3,3,2,0,no notes,
0,B176,2,H12_row-2_rep-GBS2_E,3,85,105,107,22,35.052,75.946,405.9,6,72.9,17.960088691796,30,16.2,9,1.66,2,3,NA,3,0,NA,1,1,0,no notes,
0,B181,2,A05_row-2_rep-GBS2_E,5,57,85,91,34,37.084,63.5,709.4,0,207.3,29.2218776430787,98.6,50,11.8,1.26,4,4,4,3,3,4,4,4,0,no notes,
1,B181,1,B181_row-6_rep-1_W,6,97,113,116,19,43.18,51.054,508.3,1,127,24.985244934094,70.7,28,14.6,1.06,3,3,4,3,3,3,3,3,0,no notes,
1,B181,2,B181_row-13_rep-2_W,6,100,115,125,25,38.608,61.214,355.2,0,82.7,23.2826576576577,47.4,25.9,15.5,1.34,3,3,3,3,2,2,3,2,0,no notes,
1,B181,3,B181_row-15_rep-3_E,6,102,116,130,28,72.898,60.452,243.8,0,74.6,30.5988515176374,53.7,27.2,15.6,1.42,3,3,3,3,3,2,3,2,0,no notes,
2,B181,1,B181_row-22_rep-1_W,3,94,107,109,15,49.53,59.944,398.4,0,115.1,28.890562248996,56.4,30.7,18.2,1.6,3,4,3,2,2,3,3,3,0,no notes,
2,B181,2,B181_row-26_rep-2_W,5,86,105,108,22,56.388,60.452,320.7,0,73,22.7627065793577,41.7,18.6,14.9,1.16,4,3,3,2,2,2,3,2,0,no notes,
2,B181,3,B181_row-32_rep-3_E,5,87,105,109,22,56.896,40.386,467.3,0,125.2,26.7922105713674,67.3,36.5,25.9,1.4,4,4,4,3,2,4,4,3,0,no notes,
0,B182,2,A06_row-2_rep-GBS2_E,5,70,77,73,3,36.068,61.214,568.8,4,105.9,18.6181434599156,65.5,32.3,11.3,1.52,5,4,4,2,2,4,5,4,0,no notes,
1,B182,1,B182_row-6_rep-1_W,6,94,108,113,19,NA,NA,813.2,7,161.4,19.8475159862273,93.6,51.8,30.1,2.22,5,4,4,3,2,4,4,3,0,no notes,
1,B182,2,B182_row-14_rep-2_W,5,101,112,114,13,37.338,48.26,319.1,0,55.5,17.3926668755876,52.7,24.4,11.7,1.76,5,4,4,3,3,4,5,3,0,no notes,
1,B182,3,B182_row-14_rep-3_E,6,97,108,112,15,36.322,49.53,620.7,4,134.9,21.7335266634445,94.7,50.1,17.1,1.64,5,3,4,3,2,4,4,3,0,no notes,
2,B182,1,B182_row-22_rep-1_W,6,90,99,106,16,36.576,54.61,353.9,1,73.6,20.7968352641989,64.5,30.1,16.5,1.66,5,4,3,2,2,3,4,3,0,no notes,
2,B182,2,B182_row-23_rep-2_E,4,88,97,101,13,32.512,72.136,749.3,9,131.3,17.5230214867209,52.5,23.1,21.9,2.16,5,4,4,1,2,3,4,3,0,no notes,
2,B182,3,B182_row-31_rep-3_E,10,92,102,106,14,33.274,69.088,738.6,10,147.1,19.9160574059031,70.1,36.4,17.6,1.92,4,3,4,2,2,3,4,3,0,no notes,
0,B183,2,A07_row-2_rep-GBS2_E,4,46,NA,NA,NA,27.94,69.85,288.8,0,NA,NA,40,19.6,2.9,NA,5,NA,5,1,4,4,NA,1,NA,botrytis,Cauliflower
1,B183,1,B183_row-5_rep-1_W,6,94,NA,NA,NA,30.48,46.228,297.7,0,137.7,46.2546187437017,82.3,32.1,21.6,NA,5,1,4,1,3,2,NA,1,NA,botrytis,botrytis? flowers didn't open
1,B183,2,B183_row-14_rep-2_W,6,98,NA,NA,NA,30.988,64.516,762.1,0,NA,NA,120,62.7,0,NA,5,1,5,1,4,3,NA,1,NA,botrytis,"botrytis?  Early purple head, didn't really flower"
1,B183,3,B183_row-13_rep-3_W,6,91,NA,NA,NA,28.702,68.58,231,0,107.1,46.3636363636364,89,50.1,1.5,NA,5,1,3,2,1,1,1,1,NA,botrytis,botrytis? didn't flower
2,B183,1,B183_row-21_rep-1_W,6,104,NA,NA,NA,33.02,71.882,781.3,0,202.8,25.9567387687188,80.9,47.1,38,NA,5,1,5,1,4,4,NA,1,NA,botrytis,"cauliflower, didn't flower"
2,B183,2,B183_row-24_rep-2_E,6,100,NA,NA,NA,35.052,78.994,814.8,0,325.9,39.9975454099165,124.4,58.6,40.5,NA,5,NA,5,1,5,4,NA,NA,NA,botrytis,botrytis did not flower 
2,B183,3,B183_row-31_rep-3_E,4,107,NA,NA,NA,35.306,83.312,915.7,0,288,31.4513486949874,108.6,62.5,42.6,NA,5,1,5,1,5,4,NA,1,NA,botrytis,"cauli, didn't flower"
1,B187,1,B187_row-5_rep-1_W,12,66,70,79,13,29.972,31.496,244,2,NA,NA,129.2,56,4.3,1.275,5,NA,2,4,2,2,NA,1,0,irregular heading and flowering,very early flowering
1,B187,2,B187_row-7_rep-2_E,12,61,70,77,16,35.052,67.31,135.8,3,NA,NA,NA,NA,NA,1.82,5,1,1,4,1,1,NA,NA,0,irregular heading and flowering,early irregular flowering
1,B187,3,B187_row-13_rep-3_W,11,63,72,80,17,37.592,68.072,70.3,3,NA,NA,74.6,36.6,6.6,1.44,5,2,2,5,4,2,NA,1,0,irregular heading and flowering,early irregular flowering 
2,B187,1,B187_row-21_rep-1_W,8,69,93,106,37,35.052,89.408,139,0,69.6,50.0719424460432,83.4,31.4,22.5,NA,5,NA,5,3,3,3,NA,1,0,irregular heading and flowering,
2,B187,2,B187_row-25_rep-2_W,8,81,105,109,28,33.528,83.312,379.1,0,159.8,42.152466367713,103.4,59.4,40.8,NA,5,NA,5,2,2,3,1,NA,0,irregular heading and flowering,
2,B187,3,B187_row-32_rep-3_E,8,65,99,104,39,11.43,39.37,190.6,3,50.4,26.4428121720881,38.4,21,8.4,NA,3,NA,4,1,4,4,NA,1,0,irregular heading and flowering,
0,B189,2,B01_row-2_rep-GBS2_E,4,77,99,100,23,18.288,55.626,811.5,5,158.2,19.4947627849661,70.4,37,22,1.04,4,3,5,3,4,3,4,4,0,not enough plants,
1,B189,1,B189_row-5_rep-1_W,1,105,NA,NA,NA,23.876,63.754,986.4,7,200.8,20.3568532035685,86.9,39.5,17.5,1.2,5,4,5,4,2,3,4,3,NA,not enough plants,big lats. only one plant 
1,B189,2,B189_row-10_rep-2_W,1,109,NA,NA,NA,17.272,51.308,738.1,7,113.9,15.4315133450752,59.4,31.2,17.7,1.38,3,4,5,3,3,3,4,3,NA,not enough plants,no plants remaining 
1,B189,3,B189_row-12_rep-3_E,1,105,NA,NA,NA,22.352,86.36,364.7,4,80.5,22.0729366602687,65.7,26.4,26.2,1.96,5,4,3,4,3,3,4,3,NA,not enough plants,no plants remaining 
2,B189,1,B189_row-21_rep-1_W,1,102,NA,NA,NA,24.384,71.12,734.6,12,164,22.3250748706779,79,37.5,24.3,1.48,5,3,4,4,4,4,4,4,NA,no notes,extreme lats
0,B190,2,B02_row-2_rep-GBS2_E,4,79,92,98,19,28.956,70.866,728.6,7,138.9,19.063958276146,70.6,32.6,26.2,1.42,5,3,5,3,4,4,4,4,0,no notes,
1,B190,1,B190_row-5_rep-1_W,1,112,NA,NA,NA,27.432,41.91,703.7,3,208.4,29.6148927099616,76.5,30.8,15.5,1.5,5,2,5,2,2,3,4,3,NA,no notes,only one plant 
1,B190,2,B190_row-11_rep-2_E,1,135,NA,NA,NA,33.274,34.798,669.9,7,204,30.4523063143753,70.7,39.6,22.8,1.16,5,2,4,3,4,3,3,3,NA,no notes,no plants remaining 
1,B190,3,B190_row-16_rep-3_E,1,118,NA,NA,NA,27.686,24.13,754,0,174.4,23.1299734748011,62.7,27.6,20.3,1.06,5,5,5,2,4,4,4,3,NA,no notes,
2,B190,1,B190_row-21_rep-1_W,2,111,130,134,23,26.67,36.576,770,4,293,38.0519480519481,106.1,79.1,12.1,1.18,5,4,5,2,4,3,5,4,0,no notes,
2,B190,2,B190_row-24_rep-2_E,1,101,NA,NA,NA,27.432,46.99,1040.7,7,276.5,26.5686557125012,86.7,39.8,25.9,1.4,5,4,5,2,4,4,5,4,0,no notes,
2,B190,3,B190_row-32_rep-3_E,2,108,144,NA,NA,22.352,48.768,591.8,1,154,26.0223048327138,62,28.2,18.3,1.26,5,2,4,3,4,3,3,3,0,no notes,
0,B191,2,B03_row-2_rep-GBS2_E,5,72,84,84,12,36.83,74.676,670.1,13,29.1,4.34263542754813,46.7,21.8,21.2,2.76,3,3,1,5,3,2,3,1,0,"extreme lats, irregular heading and flowering",
1,B191,1,B191_row-5_rep-1_W,12,106,121,126,20,36.322,84.582,623.3,25,23.9,3.83442964864431,47.2,22,13.4,1.98,4,2,2,5,3,3,4,3,0,"extreme lats, irregular heading and flowering","extreme lats, irregular heading and flowering "
1,B191,2,B191_row-11_rep-2_E,11,134,127,180,46,37.592,78.74,770.8,16,56.6,7.34302023871303,48.3,20.2,16.1,2.12,4,2,3,4,2,3,3,2,0,"extreme lats, irregular heading and flowering",irregular heading and flowering 
1,B191,3,B191_row-18_rep-3_W,8,130,135,145,15,35.052,52.07,377.1,12,56.9,15.088835852559,57.3,28.3,13.9,2.22,4,3,2,5,3,2,4,2,0,"extreme lats, irregular heading and flowering",
2,B191,1,B191_row-21_rep-1_W,6,104,110,117,13,34.798,79.756,445.1,20,33.2,7.45899797798248,50.1,26,18.6,1.74,4,2,2,4,3,2,3,2,0,"extreme lats, irregular heading and flowering",
2,B191,2,B191_row-25_rep-2_W,5,104,107,137,33,33.782,71.12,554.9,6,42.4,7.64101639935123,29.3,11.6,13.8,1.74,5,3,2,4,3,2,4,2,0,"extreme lats, irregular heading and flowering",very irregular flowering and heading 
2,B191,3,B191_row-32_rep-3_E,8,108,112,126,18,26.416,62.992,905.8,17,53.9,5.95054095826893,56.3,21.1,10.8,1.92,4,2,2,5,2,1,3,2,0,"extreme lats, irregular heading and flowering",flowered in tray:extreme lats
0,B192,2,B04_row-2_rep-GBS2_E,4,72,84,85,13,32.512,60.706,746.2,6,112,15.0093808630394,62.9,27.3,20.8,1.24,5,4,3,3,2,2,4,3,0,extreme lats,
1,B192,1,B192_row-5_rep-1_W,8,105,114,123,18,31.242,59.69,638.4,6,106.6,16.6979949874687,75.7,38,11.3,1.42,5,4,3,2,2,2,5,3,0,extreme lats,
1,B192,2,B192_row-12_rep-2_E,8,107,115,122,15,33.782,82.042,665.5,11,98.3,14.770848985725,68.8,28.4,17.5,1.78,4,3,3,2,2,1,3,2,0,extreme lats,
1,B192,3,B192_row-18_rep-3_W,8,107,115,124,17,26.924,77.978,887.2,14,145.9,16.4449954914337,99.1,44.9,18.7,1.76,5,4,4,2,2,3,4,4,0,extreme lats,extreme lats
2,B192,1,B192_row-21_rep-1_W,6,101,111,114,13,28.448,64.262,411.3,0,79.9,19.4262095793824,74.5,27.8,19.6,1.46,4,4,4,2,2,3,4,3,0,extreme lats,
2,B192,2,B192_row-26_rep-2_W,3,94,101,104,10,56.388,96.52,640.1,4,125.6,19.6219340728011,62.9,34.8,19.9,1.62,5,4,4,2,2,2,4,3,0,extreme lats,
2,B192,3,B192_row-31_rep-3_E,5,96,100,108,12,70.104,79.502,580.4,4,113.8,19.6071674707099,62.3,33.2,17.7,1.72,4,4,4,2,3,3,4,4,0,extreme lats,
0,B193,2,B05_row-2_rep-GBS2_E,4,66,90,95,29,61.722,80.01,757.5,NA,67.9,8.96369636963697,76.1,29.4,22,2.56,5,2,3,4,3,3,4,3,0,no notes,
1,B193,1,B193_row-5_rep-1_W,5,109,127,129,20,70.612,59.436,486.1,0,124.8,25.6737296852499,77.1,38.6,16.2,1.56,4,2,4,3,2,3,3,3,0,no notes,
1,B193,2,B193_row-14_rep-2_W,5,104,121,127,23,54.356,82.042,494.7,1,123.4,24.9444107539923,74.8,32.1,17.76,1.42,5,4,5,3,2,3,5,4,0,no notes,
1,B193,3,B193_row-17_rep-3_W,5,107,129,132,25,58.166,85.852,526.4,2,135.7,25.7788753799392,75.7,40.9,19.1,1.664,5,3,4,3,2,3,3,3,0,no notes,
2,B193,1,B193_row-21_rep-1_W,5,99,111,113,14,51.816,95.25,547.6,0,177.7,32.4506939371804,93.4,50.8,27.3,1.74,5,4,4,3,3,4,4,4,0,no notes,
2,B193,2,B193_row-25_rep-2_W,5,94,107,111,17,40.894,92.71,447.8,0,133,29.7007592675301,74.6,34.6,22.5,1.56,5,4,4,2,3,3,4,3,0,no notes,
2,B193,3,B193_row-27_rep-3_E,5,95,116,120,25,36.83,88.9,512.6,0,153.9,30.0234100663285,85.9,44.8,20.8,1.52,5,4,5,2,3,3,4,4,0,no notes,
0,B194,2,B06_row-2_rep-GBS2_E,4,77,103,106,29,34.798,90.17,889.5,3,183.2,20.5958403597527,74.7,34.6,24.7,1.72,5,3,5,2,2,3,4,3,NA,no notes,
1,B194,1,B194_row-5_rep-1_W,11,108,129,132,24,38.354,86.868,628.3,3,156.9,24.9721470635047,67.2,36.3,18.6,1.6,4,4,4,2,3,2,4,4,0,no notes,
1,B194,2,B194_row-13_rep-2_W,9,122,133,137,15,35.306,82.042,498.3,1,172.9,34.6979731085691,85.5,30.7,21.5,1.26,4,4,4,3,3,2,3,3,0,no notes,
1,B194,3,B194_row-16_rep-3_E,11,115,129,133,18,37.084,85.344,696.3,0,199.3,28.6227200919144,76.8,30.7,23,1.58,4,3,4,3,3,2,3,3,0,no notes,
2,B194,1,B194_row-21_rep-1_W,12,111,121,126,15,35.56,79.502,646.7,0,245.2,37.9155713623009,93.5,43,28.2,1.46,5,5,5,2,4,5,5,5,0,no notes,
2,B194,2,B194_row-25_rep-2_W,10,105,119,129,24,49.022,68.834,737.1,2,228,30.9320309320309,87.5,38.6,38.3,1.34,5,3,5,2,3,4,4,4,0,no notes,
2,B194,3,B194_row-31_rep-3_E,12,106,113,122,16,34.29,69.85,485.7,2,126,25.9419394688079,50.6,25.9,17.2,1.42,5,3,4,2,4,4,4,3,0,no notes,
0,B195,2,B07_row-2_rep-GBS2_E,4,84,101,109,25,33.274,69.596,994.7,5,180.2,18.1160148788579,80.5,59.4,22.8,1.34,4,4,5,3,2,3,4,3,0,no notes,
1,B195,1,B195_row-7_rep-1_E,11,124,133,142,18,34.036,67.564,884.6,1,150,16.9568166402894,75.4,43.7,26.5,1.58,5,4,5,4,3,4,5,4,0,no notes,
1,B195,2,B195_row-9_rep-2_W,11,126,135,150,24,34.29,73.406,679.5,1,140.9,20.7358351729213,80.6,36.2,15.6,1.8,4,2,5,3,3,2,3,2,0,no notes,
1,B195,3,B195_row-13_rep-3_W,12,126,129,146,20,30.988,67.31,553.2,0,118.8,21.4750542299349,59.5,29,25.9,1.46,5,4,5,4,4,3,4,4,0,no notes,3 late heading and flowering 
2,B195,1,B195_row-22_rep-1_W,11,114,146,151,37,36.322,69.342,794.5,4,180.5,22.7186910006293,73.8,33.4,22.8,1.46,5,4,5,3,3,4,4,4,0,no notes,
2,B195,2,B195_row-26_rep-2_W,10,116,133,147,31,33.528,79.502,522.8,5,123.2,23.5654169854629,71.8,28.6,12.1,1.22,5,4,4,4,3,4,5,3,0,no notes,
2,B195,3,B195_row-32_rep-3_E,9,117,134,145,28,33.02,80.772,464.2,0,100.9,21.7363205514864,54.7,24.6,15.4,1.32,5,4,4,3,4,4,3,2,0,no notes,
0,B196,2,B08_row-2_rep-GBS2_E,4,68,87,89,21,40.64,61.722,504.6,5,119.6,23.7019421323821,54.1,23.3,22.7,0.96,1,1,4,3,2,1,1,1,0,extreme lats,
1,B196,1,B196_row-7_rep-1_E,3,100,125,128,28,36.068,74.422,611.2,4,180.5,29.5320680628272,93.6,46.8,28.1,1.86,2,2,5,3,2,2,1,1,0,extreme lats,
1,B196,2,B196_row-11_rep-2_E,2,98,128,132,34,31.496,81.534,362,10,99.6,27.5138121546961,53.3,25,16.1,1.4,1,3,2,3,2,1,1,1,0,extreme lats,extreme lats
1,B196,3,B196_row-14_rep-3_E,3,100,129,132,32,30.226,90.17,427.4,8,99.5,23.2802994852597,65.9,27.1,10.7,1.56,3,2,3,3,2,2,2,2,0,extreme lats,extreme lats
2,B196,1,B196_row-22_rep-1_W,2,93,109,114,21,37.592,67.564,388.9,7,126,32.3990743121625,77.1,41.8,24.4,1.7,4,4,4,2,3,3,4,4,0,extreme lats,
2,B196,2,B196_row-25_rep-2_W,1,94,NA,NA,NA,37.338,65.024,314.9,2,121.9,38.7107018100984,76.6,35,22.8,1.56,3,2,4,2,3,3,3,3,NA,extreme lats,NO PLANTS TO SAMPLE FLOWERING
2,B196,3,B196_row-31_rep-3_E,2,89,112,NA,NA,46.99,69.596,442.3,12,130.2,29.4370336875424,67,30.6,13.5,1.36,3,2,4,2,2,2,2,2,0,extreme lats,
0,B198,2,B10_row-2_rep-GBS2_E,4,87,112,116,29,54.864,58.674,912.1,7,173,18.9672185067427,64.7,27.6,22.9,1.36,2,4,4,2,2,2,3,2,0,extreme lats,
